clone_id	gene_symbol_tf	gene_symbol_partner	test_orf_ida	test_orf_idb	source	score_pair	score_empty-N1	score_empty-N2	log2 NLR
TCF4-8	TCF4	GEM	1427	100313	isoform positives	549.0	158.0	700.0	-0.3505487728271302
TCF4-1	TCF4	GEM	1427	100455	isoform positives	570.0	158.0	700.0	-0.2963930027802248
NFIX-1	NFIX	DEPDC5	14204	101219	RRS - TF space specific	14381.0	302.0	508.0	4.823191691564228
NFIX-1	NFIX	MLH1	2713	101219	isoform positives	13852.0	302.0	591.0	4.550792352019696
ZNF212-1	ZNF212	RPL21	3750	101391	RRS - TF space specific	192.0	158.0	89.0	0.2811817525440533
NFIX-3	NFIX	MLH1	2713	101220	isoform positives	12389.0	350.0	591.0	4.389757801873501
ZNF212-1	ZNF212	MLH1	2713	101391	isoform positives	3015.0	158.0	591.0	2.3509279666099148
SMAD4-2	SMAD4	ETV4	8963	100182	isoform positives	4484.0	124.0	604.0	2.892165823480348
SMAD4-2	SMAD4	SMAD9	7123	100182	isoform positives	18276.0	124.0	1339.0	3.7707224818841376
SMAD4-1	SMAD4	ETV4	8963	101024	isoform positives	694.0	69.0	604.0	0.20038711325318198
TCF4-7	TCF4	ASCL4	56495	100178	isoform positives	270150.0	130.0	5968.0	5.500369336146919
TCF4-8	TCF4	HEXIM2	12696	100313	isoform positives	97601.0	103.0	10047.0	3.2801311475454984
TCF4-1	TCF4	SSX1	56762	100455	isoform positives	1360.0	96.0	1579.0	-0.2154045197225351
TCF4-6	TCF4	SSX1	56762	100247	isoform positives	494.0	110.0	1579.0	-1.6764282242755593
DDIT3-2	DDIT3	C14orf80	170	100698	isoform positives	11277.0	110.0	364.0	4.953301060565477
TCF4-1	TCF4	DUPD1	70783	100455	isoform positives	8941.0	96.0	19554.0	-1.128955655129615
TCF4-8	TCF4	PBLD	3092	100313	isoform positives	1119.0	103.0	1119.0	0.0
TCF4-3	TCF4	PBLD	3092	100565	isoform positives	1037.0	96.0	1119.0	-0.10979414216316824
TCF4-7	TCF4	SIGLEC6	9313	100178	isoform positives	3756.0	130.0	2506.0	0.583810648331914
ESRRA-2	ESRRA	FUCA1	7826	101032	isoform positives	14601.0	151.0	1662.0	3.135074893229314
MEIS2-2	MEIS2	CCDC116	9254	101430	isoform positives	74336.0	124.0	5350.0	3.796450262632936
MEIS2-2	MEIS2	FAM103A1	2575	101430	isoform positives	5926.0	124.0	25922.0	-2.1290465015780056
SOX6-7	SOX6	MOAP1	299	100734	isoform positives	261.0	151.0	137.0	0.7895012572448056
DDIT3-1	DDIT3	CEBPG	2410	100372	isoform positives	84302.0	213.0	783.0	6.750410740660104
DDIT3-1	DDIT3	BATF3	54172	100372	isoform positives	155917.0	213.0	5075.0	4.94122660454784
TCF4-3	TCF4	CCDC101	612	100565	isoform positives	2191.0	96.0	439.0	2.319296639454864
TCF4-6	TCF4	CCDC101	612	100247	isoform positives	906.0	110.0	439.0	1.045290110510877
TCF4-7	TCF4	C20orf85	71240	100178	isoform positives	1710.0	130.0	2568.0	-0.5866488773490429
TCF4-5	TCF4	NEUROD1	2866	100703	isoform positives	198828.0	96.0	3420.0	5.861380803740115
ZNF212-2	ZNF212	LOC155060	56418	100754	isoform positives	348806.0	165.0	5521.0	5.981351445548116
TCF4-7	TCF4	SIX1	5442	100178	isoform positives	5356.0	130.0	2335.0	1.1977334107272863
TCF4-3	TCF4	RAB41	54003	100565	isoform positives	3186.0	96.0	2967.0	0.10274134004504278
TCF4-5	TCF4	KLHL38	56933	100703	isoform positives	3997.0	96.0	5054.0	-0.3385080915243282
PKNOX1-2	PKNOX1	FHL2	5965	100140	isoform positives	17692.0	233.0	3358.0	2.397423011961623
TCF4-7	TCF4	RECK	10786	100178	isoform positives	446.0	130.0	474.0	-0.08784334897795429
ZNF302-1	ZNF302	GABARAPL2	1348	101195	RRS - TF space specific	19190.0	96.0	2980.0	2.6869704757332187
ZNF302-1	ZNF302	TRIM39	1957	101195	RRS - TF space specific	2527.0	96.0	1058.0	1.2560860368307494
MLX-1	MLX	MLXIP	10239	101313	Lit-BM - TF space specific	886.0	117.0	948.0	-0.09758036034324076
MLX-1	MLX	MXD4	8884	101313	Lit-BM - TF space specific	110.0	117.0	82.0	-0.08900500605874494
E4F1-1	E4F1	CDKN2A	5864	101052	Lit-BM - TF space specific	213.0	515.0	192.0	-1.2737190018447424
STAT3-1	STAT3	LASP1	5231	101222	Lit-BM - TF space specific	50168.0	110.0	2836.0	4.144837987005813
STAT3-1	STAT3	SIAH1	11100	101222	Lit-BM - TF space specific	625.0	110.0	254.0	1.2990276927772835
STAT3-1	STAT3	GNL3	7987	101222	Lit-BM - TF space specific	3756.0	110.0	886.0	2.0838184590987563
STAT3-1	STAT3	RAC1	11800	101222	Lit-BM - TF space specific	233.0	110.0	213.0	0.129476524428442
STAT3-1	STAT3	DOK3	4894	101222	Lit-BM - TF space specific	25812.0	110.0	3207.0	3.0087456717025707
STAT3-1	STAT3	NDUFA13	6635	101222	Lit-BM - TF space specific	6572.0	110.0	645.0	3.348961414639458
STAT3-1	STAT3	ECH1	6886	101222	Lit-BM - TF space specific	22274.0	110.0	1051.0	4.405526088426473
STAT1-1	STAT1	DDB1	6912	100165	Lit-BM - TF space specific	762.0	117.0	220.0	1.7922874739686625
STAT1-1	STAT1	LHCGR	100061765	100165	RRS - TF space specific	282.0	117.0	130.0	1.1171835393703389
STAT1-1	STAT1	IFNGR1	5597	100165	Lit-BM - TF space specific	385.0	117.0	288.0	0.41878963413995135
		EEF1A1	113	2663	Lit-BM-13	30388.0	89.0	8007.0	1.9241680150427065
GRHL3-1	GRHL3	GRHL2	13972	100420	Lit-BM - TF space specific	12644.0	89.0	5130.0	1.301422209410082
GRHL3-1	GRHL3	TPM4	10079	100420	RRS - TF space specific	4944.0	89.0	2712.0	0.8663215647680307
NFE2L2-1	NFE2L2	MAFG	7214	101444	Lit-BM - TF space specific	15398.0	82.0	1112.0	3.7915142825863137
RELA-1	RELA	RNF25	7589	101115	Lit-BM - TF space specific	280896.0	206.0	3640.0	6.269953819773584
WT1-1	WT1	WTAP	14864	101468	Lit-BM - TF space specific	2506.0	103.0	961.0	1.38277807854811
ZBTB32-1	ZBTB32	TXNIP	71669	101166	Lit-BM - TF space specific	838.0	110.0	1181.0	-0.4949868156978057
ZBTB32-1	ZBTB32	ARF1	2439	101166	RRS - TF space specific	2589.0	110.0	2074.0	0.3199790710868854
RBPJ-1	RBPJ	SNW1	52879	100097	Lit-BM - TF space specific	4512.0	130.0	3372.0	0.4201625314567112
HNF4A-1	HNF4A	IL32	6818	100602	RRS - TF space specific	4388.0	103.0	1408.0	1.6399161917658958
HNF4A-1	HNF4A	NR2C2	14143	100602	Lit-BM - TF space specific	14938.0	103.0	2417.0	2.6276976251164466
RORA-1	RORA	FOXP3	53657	100437	Lit-BM - TF space specific	10095.0	82.0	3502.0	1.5273899217852778
		COPS2	6323	8314	RRS - from HuRI	3708.0	96.0	2486.0	0.5768149475730459
MAX-1	MAX	MXI1	2341	100409	Lit-BM - TF space specific	102514.0	110.0	625.0	7.3577490421921405
MAX-1	MAX	MXD1	13888	100409	Lit-BM - TF space specific	42387.0	110.0	288.0	7.201409239327175
VDR-1	VDR	SMAD3	11805	100063	Lit-BM - TF space specific	152989.0	158.0	3090.0	5.629677277661338
MAX-1	MAX	SMAD3	11805	100409	Lit-BM - TF space specific	59737.0	110.0	3090.0	4.272946043890859
MAX-1	MAX	MSH2	7918	100409	Lit-BM - TF space specific	5144.0	110.0	2685.0	0.9379685544551724
VDR-1	VDR	COPS2	6323	100063	Lit-BM - TF space specific	35673.0	158.0	2486.0	3.8429343460406185
VDR-1	VDR	PSMC5	3818	100063	Lit-BM - TF space specific	19155.0	158.0	501.0	5.256766612116034
RORA-1	RORA	PSMC5	3818	100437	Lit-BM - TF space specific	6222.0	82.0	501.0	3.6344958863391734
MAX-1	MAX	PPP1CC	7076	100409	Lit-BM - TF space specific	38875.0	110.0	7382.0	2.396759032547081
MAX-1	MAX	RPL35	4665	100409	Lit-BM - TF space specific	2005.0	110.0	261.0	2.9414805247723983
MAX-1	MAX	MXD3	5363	100409	Lit-BM - TF space specific	167837.0	110.0	666.0	7.977322903192441
		UBE2I	4616	4676	RRS - from HuRI	165.0	96.0	336.0	-1.0259952085329447
MITF-2	MITF	UBE2I	4616	101466	Lit-BM - TF space specific	1016.0	233.0	336.0	1.5963672639934054
PBX1-1	PBX1	MEIS2	11603	100616	Lit-BM - TF space specific	1483441.0	82.0	3921.0	8.563510191331135
SMAD9-1	SMAD9	PRMT6	71264	101080	Lit-BM - TF space specific	24576.0	130.0	3303.0	2.895401246435631
	TEAD1	VGLL4	5837	100327	Lit-BM - TF space specific	3358.0	124.0	872.0	1.9452021901601038
	TEAD1	GALNTL1	55560	100327	RRS - TF space specific	66386.0	124.0	20248.0	1.713099614249661
	SMARCE1	BRMS1	6651	100083	Lit-BM - TF space specific	5391.0	82.0	5501.0	-0.029140993414229856
TGIF1-1	TGIF1	CTBP1	6221	100117	Lit-BM - TF space specific	3605.0	89.0	1765.0	1.0303310759696422
PAX5-1	PAX5	TLE4	71394	100766	Lit-BM - TF space specific	5631.0	144.0	412.0	3.772674908368812
MXD3-1	MXD3	MAX	4384	101192	Lit-BM - TF space specific	68683.0	137.0	4155.0	4.0470326739848215
	ZNF446	ZNF397	5107	100355	Lit-BM - TF space specific	137340.0	137.0	385.0	8.47867770758194
	POU5F1	NCL	4448	101354	Lit-BM - TF space specific	81523.0	103.0	17417.0	2.2267109952404858
	PCGF6	RNF2	6432	101370	Lit-BM - TF space specific	50168.0	124.0	391.0	7.003455006937977
	PCGF6	HNRNPR	7472	101370	RRS - TF space specific	7870.0	124.0	3722.0	1.0802855803356974
HOXA1-1	HOXA1	SUV39H1	4830	100772	Lit-BM - TF space specific	197952.0	233.0	16401.0	3.593294957168525
KLF7-1	KLF7	FBXO38	14436	100781	Lit-BM - TF space specific	1250.0	117.0	755.0	0.7273795453370081
	NFKBIA	SUMO4	54622	100378	Lit-BM - TF space specific	412.0	89.0	488.0	-0.24423681037966782
	NFKBIA	UBE2D1	5743	100378	Lit-BM - TF space specific	302.0	89.0	165.0	0.8720825250792631
	NFKBIA	MEAF6	7537	100378	RRS - TF space specific	5198.0	89.0	2328.0	1.1588655755639168
	TSC22D1	RAB11FIP2	71649	100807	RRS - TF space specific	4148.0	199.0	316.0	3.7144194306361227
		RAB11FIP2	71649	72019	RRS - from HuRI	130.0	82.0	316.0	-1.2814129351486483
	TSC22D1	CCDC90B	7368	100807	Lit-BM - TF space specific	6716.0	199.0	1215.0	2.4666459164438868
	TSC22D1	TSC22D1	8601	100807	Lit-BM - TF space specific	155021.0	199.0	872.0	7.473919813828392
	HOPX	EPC1	15025	100662	Lit-BM - TF space specific	343.0	82.0	1710.0	-2.317715843600448
ZNF438-1	ZNF438	ALDH1L2	52816	101259	RRS - TF space specific	240.0	76.0	2788.0	-3.5381242502599046
NFATC1-1	NFATC1	DUOXA2	70799	101297	RRS - TF space specific	172.0	165.0	110.0	0.05994254045628222
ZNF180-1	ZNF180	IL25	13871	101298	RRS - TF space specific	103.0	82.0	192.0	-0.8984619735379377
NR4A1-1	NR4A1	CCDC140	53083	100593	RRS - TF space specific	1277.0	96.0	7932.0	-2.6349261525261243
		YWHAB	6768	4660	Lit-BM-13	46442.0	130.0	10597.0	2.1317742053543713
		SLC25A16	9577	4660	RRS - from HuRI	6854.0	130.0	961.0	2.834337855745424
EBF1-1	EBF1	RPS26	7735	101432	RRS - TF space specific	906.0	124.0	172.0	2.397102485344137
TCF7L2-1	TCF7L2	PTAFR	12090	100002	RRS - TF space specific	137.0	103.0	151.0	-0.14037265636455223
EBF2-1	EBF2	STX2	10658	101139	RRS - TF space specific	44765.0	117.0	11510.0	1.9594833528070108
	ZNF415	GATAD2A	6923	101183	RRS - TF space specific	577.0	103.0	3605.0	-2.6433560354827024
ELF2-1	ELF2	FDFT1	8113	100684	RRS - TF space specific	989.0	103.0	330.0	1.5835044965132952
	MIER3	LOC440337	54706	100198	RRS - TF space specific	137.0	124.0	172.0	-0.3282326717415713
ZNF548-1	ZNF548	METTL15	13215	101033	RRS - TF space specific	117.0	76.0	288.0	-1.2995602818589078
	MIER2	DEFB135	100014251	100337	RRS - TF space specific	295.0	179.0	124.0	0.7207553669849471
	MIER2	MIR31HG	8204	100337	RRS - TF space specific	302.0	179.0	199.0	0.60178011878143
ZBTB18-1	ZBTB18	PLXDC2	638	101123	RRS - TF space specific	3262.0	117.0	941.0	1.7934901539833477
ZBTB18-1	ZBTB18	TEX33	11116	101123	RRS - TF space specific	21209.0	117.0	5858.0	1.8561965013668513
TBX22-1	TBX22	NMRAL1	4437	100076	RRS - TF space specific	20825.0	110.0	1614.0	3.689604011862492
PAX7-1	PAX7	UGDH	2530	101443	RRS - TF space specific	1552.0	137.0	474.0	1.7111695932888686
PAX7-1	PAX7	GFOD2	4425	101443	RRS - TF space specific	17356.0	137.0	3846.0	2.1740038234768453
ZNF692-1	ZNF692	BLCAP	11618	100246	RRS - TF space specific	117.0	124.0	76.0	-0.08383159080347061
	ZNF596	CHST11	6273	101077	RRS - TF space specific	103.0	110.0	446.0	-2.1143993727370862
ZNF230-1	ZNF230	ERCC3	4854	101281	RRS - TF space specific	5556.0	103.0	5212.0	0.09220951541325807
MEIS1-1	MEIS1	FIS1	4236	100651	RRS - TF space specific	879.0	124.0	1717.0	-0.96595496885873
ZNF19-1	ZNF19	IFI30	12613	101418	RRS - TF space specific	714.0	144.0	4814.0	-2.7532401624453975
	TADA2A	LZIC	12169	101108	RRS - TF space specific	2280.0	103.0	639.0	1.8351459881051095
PKNOX1-1	PKNOX1	TMC6	10127	101383	RRS - TF space specific	975.0	110.0	515.0	0.9208297865663924
TEAD3-1	TEAD3	RGS4	3614	100545	RRS - TF space specific	287134.0	213.0	872.0	8.363180322166437
ZSCAN9-1	ZSCAN9	TAF1A	830	101362	RRS - TF space specific	989.0	82.0	906.0	0.1264594707128756
KLF12-1	KLF12	ITGA6	70671	101262	RRS - TF space specific	213.0	96.0	288.0	-0.4352153812164741
KLF12-1	KLF12	CELA2A	5477	101262	RRS - TF space specific	11943.0	96.0	32141.0	-1.428249538887394
	ELK3	JAKMIP2	7784	101366	RRS - TF space specific	1827.0	137.0	405.0	2.1734828208555017
	ELK3	ZNF782	70745	101366	RRS - TF space specific	2431.0	137.0	330.0	2.881011963782913
TP53-1	TP53	KLK8	11344	101376	RRS - TF space specific	1428.0	179.0	165.0	2.9959644867648434
LHX6-1	LHX6	KIAA0907	8732	101085	RRS - TF space specific	117.0	103.0	179.0	-0.6134510576808518
	E2F3	HBB	5808	100370	RRS - TF space specific	117.0	130.0	144.0	-0.2995602818589078
	LMX1B	GOT1L1	2111	100154	RRS - TF space specific	2575.0	158.0	1222.0	1.0753281471392135
	ZNF343	FAM135A	56882	100057	RRS - TF space specific	82.0	103.0	151.0	-0.8808527347069952
HMG20A-1	HMG20A	HOXC5	100014228	101157	RRS - TF space specific	19313.0	158.0	2802.0	2.785043422980059
	ZNF587	COX16	6088	101175	RRS - TF space specific	364.0	110.0	172.0	1.0815298854965985
ZNF101-1	ZNF101	LGALS9C	14397	101345	RRS - TF space specific	137.0	82.0	982.0	-2.8415471313541665
HEY1-1	HEY1	WDR74	4913	100120	RRS - TF space specific	95516.0	103.0	25833.0	1.8865272268467927
HEY1-1	HEY1	ACSM1	56801	100120	RRS - TF space specific	6599.0	103.0	1346.0	2.2935690078036175
DLX5-1	DLX5	SSH2	9048	100180	RRS - TF space specific	4992.0	144.0	542.0	3.2032531775083766
OSR2-1	OSR2	SYT3	2183	100489	RRS - TF space specific	151.0	103.0	385.0	-1.3503098962571847
OSR2-1	OSR2	CXorf59	71805	100489	RRS - TF space specific	103.0	103.0	268.0	-1.379588663274554
	KLF6	C12orf59	56139	101350	RRS - TF space specific	144.0	96.0	144.0	0.0
NR2F2-1	NR2F2	PLD4	7612	100383	RRS - TF space specific	17988.0	192.0	1415.0	3.668160830949771
	MXI1	HSPA12A	100062335	100758	RRS - TF space specific	55929.0	110.0	19169.0	1.544821458352316
OVOL1-1	OVOL1	VPS4A	11412	101342	RRS - TF space specific	19939.0	110.0	3997.0	2.318603578243346
	ZNF20	EEA1	100069198	100770	RRS - TF space specific	309.0	89.0	254.0	0.2827783411322088
	NFAT5	ING3	14384	101044	RRS - TF space specific	433.0	103.0	254.0	0.7695385279545591
	NFAT5	FABP1	9804	101044	RRS - TF space specific	6854.0	103.0	2259.0	1.6012619211260901
	SOX15	SLC25A30	54961	101318	RRS - TF space specific	3646.0	151.0	728.0	2.324304205840438
		SLC25A30	54961	100069019	RRS - from HuRI	4058.0	179.0	728.0	2.4787585095579625
SPIB-1	SPIB	SYT12	10205	100646	RRS - TF space specific	3770.0	110.0	1092.0	1.7875916672361742
		YWHAQ	11996	34	Lit-BM-13	77328.0	117.0	20358.0	1.9253950639955921
		STRAP	35	14210	Lit-BM-13	371.0	103.0	2603.0	-2.810684219783309
		NR3C1	7587	48	Lit-BM-13	26726.0	103.0	10961.0	1.2858645048592263
		TXN	48	11100	Lit-BM-13	364.0	103.0	955.0	-1.3915622827244147
		PCTP	7208	78	RRS - from HuRI	82431.0	206.0	2314.0	5.154726227262758
		GRAP2	8327	100	Lit-BM-13	45459.0	144.0	3276.0	3.7945586862325063
		PFN1	107	14170	Lit-BM-13	23724.0	130.0	11098.0	1.0960475687992326
		PFN1	107	9628	Lit-BM-13	84983.0	130.0	11098.0	2.936874565282731
		ZFP36	127	6756	RRS - from HuRI	21525.0	295.0	4931.0	2.1260610796704498
		LSAMP-AS3	56103	214	RRS - from HuRI	254.0	220.0	151.0	0.20732497324750623
		STARD13	71133	229	Lit-BM-13	412.0	103.0	405.0	0.02472242941123129
		HOXC6	11579	421	Lit-BM-13	2349.0	96.0	2067.0	0.18450832458674943
		NIT1	11645	425	RRS - from HuRI	1339.0	268.0	1092.0	0.2941831044044582
		TRIM43	431	53630	RRS - from HuRI	2747.0	124.0	1257.0	1.1278722606553484
		KCNIP1	71163	454	RRS - from HuRI	21003.0	144.0	2239.0	3.229668979159829
		TADA1	464	2577	RRS - from HuRI	2513.0	103.0	5102.0	-1.021652227721817
		CD40LG	14894	538	Lit-BM-13	5350.0	96.0	323.0	4.0499328214819466
		EPCAM	595	6459	RRS - from HuRI	185.0	124.0	227.0	-0.2951670267746028
		NPEPPS	55599	621	RRS - from HuRI	24748.0	192.0	11654.0	1.0864867232663151
		RUVBL1	653	4544	Lit-BM-13	1104711.0	117.0	2712.0	8.670096106212592
		PTGS1	100010112	673	RRS - from HuRI	151.0	103.0	288.0	-0.9315202621172334
		RAP1A	7108	732	Lit-BM-13	247.0	172.0	144.0	0.5221024768825798
		BLM	71056	752	Lit-BM-13	14855.0	254.0	2081.0	2.835599734987442
		PEX3	798	100009183	RRS - from HuRI	10212.0	117.0	611.0	4.062949252588389
		YWHAG	801	14331	Lit-BM-13	203220.0	103.0	37982.0	2.4196546127632055
		SLC35F5	873	14577	RRS - from HuRI	192.0	76.0	295.0	-0.6196086435280476
		BTN2A1	876	13791	RRS - from HuRI	117.0	110.0	371.0	-1.6649106570373988
		TMEM33	919	2918	RRS - from HuRI	1298.0	158.0	302.0	2.10366992867406
		UBE3A	6512	966	Lit-BM-13	25222.0	144.0	955.0	4.723038136562059
		RNF13	6312	975	RRS - from HuRI	563.0	185.0	62.0	1.6056096515639176
		HEXB	5848	976	RRS - from HuRI	2664.0	69.0	1380.0	0.9489258154057307
		HEXB	5848	7019	RRS - from HuRI	707.0	137.0	1380.0	-0.9648861468561326
		INMT	53017	1008	RRS - from HuRI	114187.0	130.0	3729.0	4.936465804282439
		PROKR2	71912	1089	RRS - from HuRI	982.0	89.0	488.0	1.0088418767518066
		PTTG2	72108	1095	RRS - from HuRI	433.0	82.0	364.0	0.25042857452802864
		DEFB107B	70764	1102	RRS - from HuRI	124.0	103.0	124.0	0.0
		TMEM140	1126	14327	RRS - from HuRI	22948.0	137.0	563.0	5.3490896905717396
		FCRL1	9915	1272	RRS - from HuRI	206.0	89.0	1882.0	-3.1915503855453182
		OXCT2	1356	55787	RRS - from HuRI	247.0	96.0	2197.0	-3.1529519228385987
		PDGFD	1400	4047	RRS - from HuRI	343.0	96.0	378.0	-0.14017765804826027
		SMCP	1446	2341	RRS - from HuRI	130.0	69.0	309.0	-1.24909521487592
		ZNRF4	1518	100063997	RRS - from HuRI	1051.0	82.0	1380.0	-0.392905597703353
		FKBP8	6808	1641	Lit-BM-13	25359.0	76.0	15151.0	0.7430848377989723
		DPF3	10925	1735	RRS - from HuRI	5350.0	117.0	7149.0	-0.4182025607355555
		TCTE1	1747	100069078	RRS - from HuRI	51549.0	96.0	17273.0	1.577425766975346
		TMEM55A	1765	5068	RRS - from HuRI	158.0	144.0	288.0	-0.8661442532652093
		PPP2R2C	1776	70759	RRS - from HuRI	16456.0	82.0	14072.0	0.22578631105297292
		PAPOLB	1939	53100	RRS - from HuRI	934.0	117.0	2046.0	-1.1313116900356668
		CTPS2	1942	5742	RRS - from HuRI	76.0	89.0	316.0	-2.0558532347335174
		GAGE1	2138	5592	RRS - from HuRI	247.0	96.0	172.0	0.5221024768825798
		PRSS42	100014223	2207	RRS - from HuRI	1119.0	151.0	316.0	1.8242135727992912
		LIG1	71458	2248	RRS - from HuRI	43397.0	103.0	7355.0	2.560798067166464
		C8orf56	2264	11756	RRS - from HuRI	247.0	117.0	227.0	0.1218187442937627
		PRKACB	2348	2455	Lit-BM-13	16573.0	69.0	3269.0	2.341913496767007
		TMEFF1	2350	4961	RRS - from HuRI	137.0	89.0	130.0	0.07566426993207225
		ISCA2	2364	12355	RRS - from HuRI	3090.0	179.0	961.0	1.6849985020179865
		PDK4	2379	14114	RRS - from HuRI	4168.0	130.0	2314.0	0.8489664131710183
		BNIP3L	2427	7547	Lit-BM-13	141314.0	82.0	1854.0	6.252119346586058
		VASH1	11755	2453	RRS - from HuRI	94237.0	137.0	18970.0	2.312573933487603
		ADARB1	12333	2654	RRS - from HuRI	418508.0	151.0	53089.0	2.9787703291092504
		HUS1	5599	2688	Lit-BM-13	11517.0	124.0	501.0	4.522810552372897
		POGZ	10876	2697	Lit-BM-13	666.0	89.0	467.0	0.5120996273616003
		EPS15	11903	2709	Lit-BM-13	8419.0	117.0	570.0	3.8846150572723905
		AFAP1L1	56663	2717	RRS - from HuRI	8028.0	117.0	3502.0	1.1968615329290593
		TIPIN	2757	55703	RRS - from HuRI	707.0	96.0	2685.0	-1.925139968063376
		TMEM106C	2758	70596	RRS - from HuRI	398.0	82.0	3317.0	-3.059038676244373
		TSG101	3267	2778	Lit-BM-13	1167.0	103.0	247.0	2.2402216141226705
		KRTAP3-3	14057	2805	RRS - from HuRI	76.0	103.0	144.0	-0.9219974879987268
		ADAM11	40080743	2842	RRS - from HuRI	1154.0	103.0	1689.0	-0.5495261041559032
		RGP1	3651	2860	RRS - from HuRI	179.0	103.0	130.0	0.4614479642358019
		ODF2	3043	56012	RRS - from HuRI	494.0	96.0	1099.0	-1.1536084393645536
		PRAMEF10	71995	3102	RRS - from HuRI	2369.0	89.0	3756.0	-0.6649188644135433
		GTF2A1	53021	3117	Lit-BM-13	2355.0	89.0	955.0	1.3021544215770346
		GNB2L1	3120	5998	Lit-BM-13	5253.0	137.0	5082.0	0.04774520910135908
		PKLR	8313	3141	RRS - from HuRI	158.0	82.0	7424.0	-5.55420024695047
		GRK4	54157	3154	Lit-BM-13	14780.0	179.0	879.0	4.071639293890109
		IKBKG	3154	71517	Lit-BM-13	289918.0	124.0	8069.0	5.167111208064649
		TRIML2	71960	3179	RRS - from HuRI	49047.0	130.0	1875.0	4.709202394796031
		PDGFB	9318	3180	RRS - from HuRI	7156.0	137.0	398.0	4.168313051508259
		STOML2	3203	5868	RRS - from HuRI	762.0	124.0	439.0	0.7955700579579639
		CLDN4	3245	11747	RRS - from HuRI	288.0	76.0	1669.0	-2.5348432379202865
		ARL4C	55311	3299	RRS - from HuRI	6661.0	117.0	1408.0	2.2420914479371366
		MRPL18	3385	8244	RRS - from HuRI	165.0	117.0	192.0	-0.2186402864753404
		GNB2	6885	3428	Lit-BM-13	3454.0	103.0	8838.0	-1.3554518482280813
		PAF1	3459	12225	RRS - from HuRI	185.0	96.0	2815.0	-3.9275377464512795
		NUPL1	3470	4244	RRS - from HuRI	2630.0	110.0	4161.0	-0.6618674888650943
		RPS6KA4	11643	3510	Lit-BM-13	108405.0	117.0	5665.0	4.258211533860267
		TAB1	11706	3510	Lit-BM-13	62921.0	117.0	8687.0	2.8566116569704043
		FSTL1	3529	9747	Lit-BM-13	4471.0	192.0	206.0	4.4398813033594235
		NEU1	3564	4779	RRS - from HuRI	32182.0	117.0	5535.0	2.539598765235288
		MLF1	5516	3700	Lit-BM-13	4484.0	96.0	1943.0	1.2065003772200822
		APEX2	3714	71669	RRS - from HuRI	12218.0	130.0	2520.0	2.2775125066929665
		RPA3	5484	3722	Lit-BM-13	199.0	185.0	240.0	-0.2702659750648696
		TP53	3774	3774	Lit-BM-13	1376839.0	192.0	31467.0	5.451376416694677
		RIBC2	3846	8567	RRS - from HuRI	2864.0	124.0	1765.0	0.6983633091057139
		AP2B1	4761	3902	Lit-BM-13	288343.0	117.0	996.0	8.177424541396784
		TGOLN2	9587	3902	Lit-BM-13	199.0	117.0	130.0	0.6142568075151942
		ANP32A-IT1	55070	3904	RRS - from HuRI	247.0	110.0	165.0	0.5820450173388619
		CCDC48	72007	3950	RRS - from HuRI	4471.0	199.0	357.0	3.646601566513542
		SDF2	3960	12861	RRS - from HuRI	302.0	82.0	165.0	0.8720825250792631
		MKLN1	71224	3997	RRS - from HuRI	6469.0	117.0	961.0	2.7509343766403553
		XPO5	6835	4004	Lit-BM-13	18681.0	185.0	1559.0	3.582878851900644
		HSPB8	4066	4955	Lit-BM-13	30595.0	165.0	3022.0	3.3397203335572905
		CTSS	4101	11361	RRS - from HuRI	467.0	117.0	364.0	0.35948409951096577
		SPZ1	9862	4139	RRS - from HuRI	762.0	110.0	254.0	1.584962500721156
		DHRS3	4147	12329	RRS - from HuRI	1167.0	137.0	803.0	0.5393326681900337
		HSP90AB1	4262	4613	Lit-BM-13	71571.0	350.0	6297.0	3.5066385648680556
		RBM10	4573	4573	Lit-BM-13	3273852.0	467.0	26843.0	6.930299376037815
		SLC12A1	10315	4634	RRS - from HuRI	1518.0	117.0	419.0	1.8571496417161146
		SMAD4	4687	11805	Lit-BM-13	73064.0	185.0	2328.0	4.971997775041283
		C5orf27	71638	4703	RRS - from HuRI	220.0	213.0	261.0	-0.24654628304522486
		FAM167A	52741	4773	RRS - from HuRI	12905.0	130.0	1950.0	2.726384112344359
		BAG3	5066	4775	RRS - from HuRI	12829.0	96.0	9683.0	0.4058827194688103
		RPL4	4808	100066377	RRS - from HuRI	43610.0	330.0	1751.0	4.63840800153541
		TNFAIP8L3	70179	100066377	RRS - from HuRI	186990.0	330.0	3866.0	5.595975670808167
		MYCL1	7111	4875	RRS - from HuRI	41734.0	137.0	6716.0	2.635549067111743
		RNASE8	70767	4922	RRS - from HuRI	144.0	124.0	137.0	0.07189291848178571
		TM2D3	5014	14783	RRS - from HuRI	96.0	89.0	124.0	-0.36923380966571906
		RAB14	5029	71311	Lit-BM-13	474.0	144.0	282.0	0.7491918964994656
		MED28	6976	5073	Lit-BM-13	3695.0	165.0	790.0	2.225649805969048
		MAP2K5	5140	8811	Lit-BM-13	124.0	199.0	179.0	-0.6824283101567735
		TPI1	5181	5181	Lit-BM-13	703276.0	336.0	10349.0	6.086527709450551
		CCT3	5319	5420	RRS - from HuRI	584.0	103.0	6510.0	-3.4786172691729806
