jound_id_alt	alt_iso	joung_id_ref	ref_iso	msigdb_term	gsea_nes	gsea_qval
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Protein Secretion	-1.4118581107124581	0.08446326169676832
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Estrogen Response Late	-1.4111150924394789	0.07603122711113493
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	mTORC1 Signaling	-1.4087828361352435	0.06945709845114958
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	G2-M Checkpoint	-1.4063024532784365	0.06516962323811565
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Mitotic Spindle	1.36381101856762	0.13568488561309466
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	KRAS Signaling Dn	1.3349139269314274	0.1473724514214607
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	DNA Repair	-1.274087059543976	0.17678689461743216
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Angiogenesis	1.2595918628858487	0.2409304106442041
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	KRAS Signaling Up	1.2588856327056501	0.20774248246249777
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Unfolded Protein Response	-1.2558926600564417	0.1877254531737623
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	IL-2/STAT5 Signaling	1.246551752233103	0.20036852684981335
TFORF1008-ZNF544	ZNF544-7	TFORF3176-ZNF544	ZNF544-1	Fatty Acid Metabolism	-1.2248800414871936	0.22588869408098736
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Myc Targets V1	-2.0544106430311553	0.0
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	E2F Targets	-1.7047903571175664	0.013875266832054462
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	TGF-beta Signaling	-1.7029475857532095	0.009250177888036308
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	G2-M Checkpoint	-1.6116139361607142	0.02428171695609531
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Oxidative Phosphorylation	-1.5137367522678074	0.05635492990249812
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Apical Surface	-1.4121424579621853	0.13608434777591874
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	DNA Repair	-1.4030197753063658	0.12701205792419085
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Wnt-beta Catenin Signaling	-1.3813797127751084	0.13835242023885075
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	mTORC1 Signaling	-1.3577464989535761	0.15286511920101026
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Fatty Acid Metabolism	-1.3476168425156831	0.15156060693474874
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Estrogen Response Late	-1.3122421970857532	0.19056660180527946
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Bile Acid Metabolism	-1.302400039786945	0.1897175907228985
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Mitotic Spindle	-1.2893590838765618	0.1949926551841973
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	Allograft Rejection	-1.2596698114668239	0.23031418186613478
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	IL-2/STAT5 Signaling	-1.2473478142237338	0.23659108829015943
TFORF2633-TFDP2	TFDP2-4	TFORF2637-TFDP2	TFDP2-1	PI3K/AKT/mTOR  Signaling	-1.228771641502577	0.24385310577239605
TFORF3178-TFDP2	TFDP2-2	TFORF2637-TFDP2	TFDP2-1	Myc Targets V1	-1.699142577944166	0.021859983039668334
TFORF3178-TFDP2	TFDP2-2	TFORF2637-TFDP2	TFDP2-1	Protein Secretion	1.5499394883647901	0.11216342712405705
TFORF3178-TFDP2	TFDP2-2	TFORF2637-TFDP2	TFDP2-1	Allograft Rejection	-1.522374440314124	0.09153867897861113
TFORF3178-TFDP2	TFDP2-2	TFORF2637-TFDP2	TFDP2-1	UV Response Dn	1.3949261003921147	0.2358900941578107
TFORF3178-TFDP2	TFDP2-2	TFORF2637-TFDP2	TFDP2-1	E2F Targets	-1.39283083794613	0.23803092643194407
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Oxidative Phosphorylation	-1.9887021849974293	0.0
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Myc Targets V1	-1.8986861499375838	0.0020422535211267606
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	E2F Targets	-1.6265839658338417	0.02723004694835681
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	UV Response Up	-1.5806918408747477	0.03165492957746479
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Myc Targets V2	-1.5702868089699868	0.027774647887323943
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	DNA Repair	-1.5535822623799473	0.02620892018779343
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Coagulation	-1.5523826032900785	0.022756539235412473
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	mTORC1 Signaling	-1.5352703313515228	0.023741197183098594
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	UV Response Dn	1.4819795964402223	0.17949720670391064
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Adipogenesis	-1.4537711907585529	0.04402190923317684
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Wnt-beta Catenin Signaling	1.4306478116461383	0.15662011173184356
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Androgen Response	-1.4248547762896022	0.05371126760563381
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Reactive Oxygen Species Pathway	-1.3894782822461467	0.06386683738796416
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Glycolysis	-1.3775170198099613	0.06467136150234741
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Mitotic Spindle	1.3642173107802307	0.21567039106145253
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	G2-M Checkpoint	-1.311318375228162	0.10572589382448537
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Cholesterol Homeostasis	-1.2840321247016466	0.1229728370221328
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Apical Junction	-1.2262932626339107	0.179037558685446
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Estrogen Response Late	-1.1897401125701808	0.22554137323943663
TFORF0970-ZNF124	ZNF124-4	TFORF0973-ZNF124	ZNF124-1	Bile Acid Metabolism	-1.1808259032983224	0.22548881524440767
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Pancreas Beta Cells	1.579153113571511	0.12275313428326871
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Myc Targets V2	-1.5738589219016477	0.13258568632005044
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Apical Surface	1.562594498473445	0.07006193041639394
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Mitotic Spindle	1.387159094361859	0.22620546128929395
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	G2-M Checkpoint	1.3794199521371013	0.17978701978752332
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	mTORC1 Signaling	1.3662756107963931	0.1593474648809224
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Interferon Alpha Response	1.3075620964874803	0.20999278317640938
TFORF0999-ZNF302	ZNF302-2	TFORF3429-ZNF302	ZNF302-3	Interferon Gamma Response	1.3037736106291948	0.18528774986153768
TFORF0998-ZNF302	ZNF302-5	TFORF3429-ZNF302	ZNF302-3	Pancreas Beta Cells	1.607338902746643	0.04971913469582885
TFORF0998-ZNF302	ZNF302-5	TFORF3429-ZNF302	ZNF302-3	Myc Targets V1	1.5581443739942678	0.041113899844627703
TFORF0998-ZNF302	ZNF302-5	TFORF3429-ZNF302	ZNF302-3	Apical Surface	1.442945206549272	0.09051432213856021
TFORF0998-ZNF302	ZNF302-5	TFORF3429-ZNF302	ZNF302-3	mTORC1 Signaling	1.4213201448447668	0.08127166248356639
TFORF0998-ZNF302	ZNF302-5	TFORF3429-ZNF302	ZNF302-3	G2-M Checkpoint	1.417793110367674	0.06673837695709335
TFORF0997-ZNF302	ZNF302-4	TFORF3429-ZNF302	ZNF302-3	Pancreas Beta Cells	1.524125946924408	0.1956072678217613
TFORF0997-ZNF302	ZNF302-4	TFORF3429-ZNF302	ZNF302-3	mTORC1 Signaling	1.510139824825828	0.11331731377260655
TFORF0997-ZNF302	ZNF302-4	TFORF3429-ZNF302	ZNF302-3	G2-M Checkpoint	1.3734172826439426	0.23135618228573837
TFORF3275-HMGA1	HMGA1-2	TFORF3274-HMGA1	HMGA1-1	Pancreas Beta Cells	-1.7261404332787023	0.015852047556142668
TFORF0314-CREM	CREM-3	TFORF0301-CREM	CREM-1	E2F Targets	-1.4253583290291638	0.2122794443875636
TFORF0314-CREM	CREM-3	TFORF0301-CREM	CREM-1	Myc Targets V1	-1.3963616719406817	0.21961707791542948
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Myc Targets V1	1.6804240459929618	0.036716242796507814
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	mTORC1 Signaling	1.669802550501364	0.020980710169433037
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Unfolded Protein Response	1.6258802738582658	0.024477495197671877
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Androgen Response	1.6132037486387527	0.020980710169433037
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	G2-M Checkpoint	1.5867372169445546	0.024127816694847995
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Mitotic Spindle	1.554772545725001	0.027755731161645793
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Oxidative Phosphorylation	1.5328241475567013	0.03034709863792993
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	E2F Targets	1.4713982209682086	0.05343524621277477
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	DNA Repair	1.428611188554753	0.07707496999743109
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Pperoxisome	1.377329434685987	0.11014872838952346
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	TGF-beta Signaling	-1.366983173554666	0.19095190523761954
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	p53 Pathway	1.3271211642702647	0.16021633220294318
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Apical Junction	1.3186656250219893	0.15757387533501271
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Estrogen Response Early	1.3064979804929304	0.161591815824191
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Interferon Alpha Response	1.261380485759963	0.22057844843310181
TFORF1167-EBF3	EBF3-1	TFORF3271-EBF3	EBF3-2	Myc Targets V2	1.2589572321240525	0.21050645869997817
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Protein Secretion	1.5169111087944405	0.1496935832732516
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Unfolded Protein Response	-1.516791854340212	0.15607019562715765
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Mitotic Spindle	1.4115858606795448	0.19380857966834894
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Myc Targets V1	1.4046715650430037	0.13713650564768085
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Apical Surface	1.3459973531081542	0.18662130497476567
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Xenobiotic Metabolism	1.3299252835811093	0.17427901946647442
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	Glycolysis	1.2724570074228472	0.2357756548906513
TFORF0825-LHX8	LHX8-1	TFORF0824-LHX8	LHX8-2	G2-M Checkpoint	1.251564010857147	0.24118086311669584
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	G2-M Checkpoint	1.7783664406091226	0.0043259399087619945
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	E2F Targets	1.728516241735519	0.004758533899638194
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	Myc Targets V1	1.6219384681977769	0.017592155628965444
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	Pancreas Beta Cells	1.5402789087457922	0.03871716218341985
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	UV Response Dn	1.4215862948051399	0.11420481359131665
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	Spermatogenesis	1.3738498505519237	0.16135755859682238
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	Estrogen Response Early	1.3322261697335436	0.20999348299961795
TFORF3304-MITF	MITF-3	TFORF3303-MITF	MITF-2	Apoptosis	1.2708572721466922	0.2336794085260343
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Myc Targets V1	-2.0731642942538833	0.0
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Oxidative Phosphorylation	-2.0534538988658837	0.0
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Reactive Oxygen Species Pathway	-1.6868476103208716	0.01665022200296004
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	mTORC1 Signaling	-1.6304338406698005	0.023310310804144058
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	DNA Repair	-1.5841075933091207	0.02797237296497287
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	UV Response Dn	1.5637478763188717	0.028549603742958084
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Myc Targets V2	-1.5531949107721534	0.032190429205722744
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Coagulation	-1.5363843803545647	0.03187328211995208
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	E2F Targets	-1.5228011849186582	0.03163542180562407
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	UV Response Up	-1.4908901064544693	0.04107054760730143
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Epithelial Mesenchymal Transition	-1.4860979719375398	0.039294523926985694
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	KRAS Signaling Dn	1.4497538320987162	0.1007471593621694
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Mitotic Spindle	1.394060421888512	0.14750628600528343
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Unfolded Protein Response	-1.33095591042299	0.11231331569269408
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Apoptosis	-1.2972499580931929	0.13264676862358166
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Interferon Alpha Response	-1.2937481527021373	0.1252609009145763
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Pperoxisome	-1.2782851501500185	0.13153675382338434
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Estrogen Response Late	-1.271511520281716	0.1289837197829304
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	G2-M Checkpoint	-1.246942399138789	0.14423254810064134
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Androgen Response	-1.2119761875196895	0.1692446095359703
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Complement	-1.2109818243045805	0.16095214602861374
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Myogenesis	-1.14812884869158	0.23748474541064055
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Adipogenesis	-1.1406850059004812	0.2367661568820918
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Glycolysis	-1.13141859789938	0.2388117555853126
TFORF2065-NKX2-5	NKX2-5-2	TFORF3104-NKX2-5	NKX2-5-1	Allograft Rejection	-1.124638199948919	0.23855227160604567
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	G2-M Checkpoint	1.608392354583891	0.09636415507021269
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	Mitotic Spindle	1.5893738901359415	0.06593336925856658
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	Myc Targets V1	1.483414106253949	0.13017613930537505
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	E2F Targets	1.4833617266327328	0.09794909183123593
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	mTORC1 Signaling	1.3830546963981556	0.2201160173709069
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	Unfolded Protein Response	1.3508420088153854	0.24809543432550374
TFORF2096-ZKSCAN1	ZKSCAN1-2	TFORF2098-ZKSCAN1	ZKSCAN1-1	Apoptosis	1.3368315854537691	0.2438085577528314
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	UV Response Dn	-1.5810350529850452	0.14339593596059114
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	Cholesterol Homeostasis	1.5102047570507835	0.2470852764823451
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	E2F Targets	1.5042185037498805	0.13168304463690872
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	Unfolded Protein Response	-1.457458899282667	0.23171951970443352
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	Myc Targets V1	1.4027846384477325	0.22218520986009327
TFORF1343-FEZF1	FEZF1-2	TFORF3285-FEZF1	FEZF1-1	PI3K/AKT/mTOR  Signaling	-1.3790106074575597	0.23743457512315272
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	Myc Targets V1	-1.925893302196998	0.0
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	mTORC1 Signaling	-1.5700880183994408	0.08000060779189205
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	Oxidative Phosphorylation	-1.5579612999942702	0.061630097854494616
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	E2F Targets	-1.4730776085935793	0.1143712392876679
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	Reactive Oxygen Species Pathway	-1.470590310973938	0.09363034097125145
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	Protein Secretion	-1.3874054027437734	0.17540874004740775
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	G2-M Checkpoint	-1.3543052258546557	0.20842486389802986
TFORF0481-HIF1A	HIF1A-3	TFORF3296-HIF1A	HIF1A-1	UV Response Up	-1.319344105537607	0.24977967543912966
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Myc Targets V1	1.9835140663609756	0.0
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	E2F Targets	1.8100735824073506	0.002355712603062426
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	G2-M Checkpoint	1.6606732677975413	0.019630938358853555
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Oxidative Phosphorylation	1.5790926776994576	0.03857479387514723
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Unfolded Protein Response	1.5491613612697401	0.04381625441696113
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Estrogen Response Late	1.493512098723205	0.07106399685904986
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Reactive Oxygen Species Pathway	1.4806882129740302	0.07033484772000673
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Wnt-beta Catenin Signaling	1.4489086436678402	0.08878091872791519
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Epithelial Mesenchymal Transition	1.4431655598239739	0.0837586703311085
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Pancreas Beta Cells	1.4277093190586365	0.08539458186101295
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	UV Response Up	1.4037193608354523	0.09990362993896564
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	mTORC1 Signaling	1.3535216103817334	0.1504711425206125
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Androgen Response	1.3020079750841742	0.2226148409893993
TFORF0827-LHX9	LHX9-3	TFORF3179-LHX9	LHX9-1	Fatty Acid Metabolism	1.2903956684647773	0.22934544842672053
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Cholesterol Homeostasis	-1.6671156201373167	0.04517933429633955
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Myc Targets V1	-1.4943914913203664	0.17684482281710054
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Bile Acid Metabolism	-1.4665904892266406	0.15748225097581214
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Angiogenesis	1.4546686971824452	0.10399129588272348
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	G2-M Checkpoint	-1.429555147976971	0.17071334173402586
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	TGF-beta Signaling	-1.4154145756345051	0.16135476534406984
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	mTORC1 Signaling	-1.4137522157098936	0.1366137013246458
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Pperoxisome	-1.4126546793665942	0.11820389095491286
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	UV Response Up	-1.3821385837809523	0.13763561483849157
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Protein Secretion	-1.3819852404150221	0.12291647457766032
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Notch Signaling	1.3639680752229217	0.11384069174826776
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Interferon Gamma Response	-1.3099624920297357	0.22021698374158652
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Fatty Acid Metabolism	-1.2992348302736811	0.2206159700704373
TFORF2579-MEIS3	MEIS3-2	TFORF2581-MEIS3	MEIS3-4	Glycolysis	-1.2948668085353998	0.21062175369579247
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	Myc Targets V1	-1.8086016179412667	0.003815965004808736
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	Notch Signaling	1.5270174452823693	0.06179996622952666
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	G2-M Checkpoint	-1.5183681935673508	0.12783482766109266
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	Protein Secretion	-1.425746591066765	0.23489384585156
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	Mitotic Spindle	-1.3725717929510126	0.23608103496416716
TFORF2580-MEIS3	MEIS3-5	TFORF2581-MEIS3	MEIS3-4	Myc Targets V2	-1.359360613914684	0.2206899761114386
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	E2F Targets	1.8902056272125876	0.0025482917007487575
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	G2-M Checkpoint	1.7035925322886185	0.00679544453533002
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	Myc Targets V1	1.643012446294533	0.00906059271377336
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	UV Response Dn	-1.5667321406809376	0.0883935434281322
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	Hedgehog Signaling	-1.50651075752455	0.07576589436697047
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	Spermatogenesis	1.4304152819165525	0.11276190775813252
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	Protein Secretion	-1.4145705452340798	0.1266974122469895
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	PI3K/AKT/mTOR  Signaling	-1.3555251446855883	0.16573789392774788
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	DNA Repair	1.3465710891447211	0.20097527213238536
TFORF0799-ATF3	ATF3-2	TFORF0801-ATF3	ATF3-1	Notch Signaling	1.3417096703549107	0.17696470144088594
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	E2F Targets	1.9172555229839636	0.0
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	Myc Targets V1	1.912937535880962	0.0
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	G2-M Checkpoint	1.6863354833933633	0.009912988018769076
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	Mitotic Spindle	1.4435686725165728	0.13940139401394014
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	Fatty Acid Metabolism	1.396075619473907	0.18531091977586442
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	PI3K/AKT/mTOR  Signaling	1.3827505371110078	0.17471641383080497
