ad_clone_id	ad_gene_symbol	ad_orf_id	db_gene_symbol	db_orf_id	Y2H_result	db_gene_category	db_gene_cofactor_type
ZBTB7B-2	ZBTB7B	101402	ZBTB25	10233		TF	
ZBTB7B-2	ZBTB7B	101402	ZBTB34	100064209		TF	
ZBTB7B-2	ZBTB7B	101402	ZBTB42	70870		TF	
ZBTB7B-2	ZBTB7B	101402	ZBTB5	6813		TF	
PBX1-1	PBX1	100616	TFAP2D	100066379	False	TF	
PBX1-1	PBX1	100616	TIAL1	71334	False	signaling	
PBX1-1	PBX1	100616	TMF1	54208	True	TF	
PBX1-1	PBX1	100616	ZNF417	8400	False	TF	
RBPJ-1	RBPJ	100097	HOXB1	55783	False	TF	
RBPJ-1	RBPJ	100097	L3MBTL3	10868	True	TF	
PBX1-2	PBX1	101061	TFAP2D	100066379	False	TF	
PBX1-2	PBX1	101061	TIAL1	71334	False	signaling	
PBX1-2	PBX1	101061	TMF1	54208	False	TF	
PBX1-2	PBX1	101061	ZNF417	8400	False	TF	
RBPJ-2	RBPJ	100107	HOXB1	55783	True	TF	
RBPJ-2	RBPJ	100107	L3MBTL3	10868	False	TF	
RBPJ-3	RBPJ	100141	HOXB1	55783	True	TF	
RBPJ-3	RBPJ	100141	L3MBTL3	10868	False	TF	
ZNF143-1	ZNF143	100335	EAF1	10507	False	cofactor	unknown
ZNF143-1	ZNF143	100335	EXOSC1	1684	False	other	
ZNF143-1	ZNF143	100335	FAM90A1	11110	False	other	
ZNF143-1	ZNF143	100335	FHL2	5965	True	cofactor	corepressor
ZNF143-1	ZNF143	100335	IL16	8787	True	signaling	
ZNF143-1	ZNF143	100335	IQUB	56482	True	signaling	
ZNF143-1	ZNF143	100335	LIN54	100066705	True	TF	
ZNF143-1	ZNF143	100335	LMO1	14023	True	cofactor	coactivator
ZNF143-1	ZNF143	100335	LMO3	1184	True	signaling	
ZNF143-1	ZNF143	100335	POGZ	10876		other	
ZNF143-2	ZNF143	101265	EAF1	10507	False	cofactor	unknown
ZNF143-2	ZNF143	101265	EXOSC1	1684	False	other	
ZNF143-2	ZNF143	101265	FAM90A1	11110	True	other	
ZNF143-2	ZNF143	101265	FHL2	5965	True	cofactor	corepressor
ZNF143-2	ZNF143	101265	IL16	8787	False	signaling	
ZNF143-2	ZNF143	101265	IQUB	56482	False	signaling	
ZNF143-2	ZNF143	101265	LIN54	100066705	False	TF	
ZNF143-2	ZNF143	101265	LMO1	14023	False	cofactor	coactivator
ZNF143-2	ZNF143	101265	LMO3	1184	False	signaling	
ZNF143-2	ZNF143	101265	POGZ	10876	True	other	
ZNF143-3	ZNF143	100789	EAF1	10507	True	cofactor	unknown
ZNF143-3	ZNF143	100789	EXOSC1	1684	True	other	
ZNF143-3	ZNF143	100789	FAM90A1	11110	True	other	
ZNF143-3	ZNF143	100789	FHL2	5965	True	cofactor	corepressor
ZNF143-3	ZNF143	100789	IL16	8787	True	signaling	
ZNF143-3	ZNF143	100789	IQUB	56482	True	signaling	
ZNF143-3	ZNF143	100789	LIN54	100066705	True	TF	
ZNF143-3	ZNF143	100789	LMO1	14023	True	cofactor	coactivator
ZNF143-3	ZNF143	100789	LMO3	1184	True	signaling	
ZNF143-3	ZNF143	100789	POGZ	10876	True	other	
RARG-1	RARG	100566	CDKN2D	3933	False	signaling	
RARG-1	RARG	100566	CENPX	6492	False	TF	
RARG-1	RARG	100566	DPF2	190	False	cofactor	corepressor
RARG-1	RARG	100566	ESRRA	55636	False	TF	
RARG-1	RARG	100566	ESRRG	10820	False	TF	
RARG-1	RARG	100566	FMNL2	2340	False	other	
RARG-1	RARG	100566	FUCA1	7826	False	other	
RARG-1	RARG	100566	INO80	72161	False	cofactor	unknown
RARG-1	RARG	100566	LCOR	11848	False	TF	
RARG-1	RARG	100566	MAPK9	10051	False	signaling	
RARG-1	RARG	100566	MED25	100067615	False	cofactor	unknown
RARG-1	RARG	100566	MSGN1	100068995	False	TF	
RARG-2	RARG	100767	CDKN2D	3933	False	signaling	
RARG-2	RARG	100767	CENPX	6492	False	TF	
RARG-2	RARG	100767	DPF2	190	False	cofactor	corepressor
RARG-2	RARG	100767	ESRRA	55636	False	TF	
RARG-2	RARG	100767	ESRRG	10820	False	TF	
RARG-2	RARG	100767	FMNL2	2340	False	other	
RARG-2	RARG	100767	FUCA1	7826	False	other	
RARG-2	RARG	100767	INO80	72161	False	cofactor	unknown
RARG-2	RARG	100767	LCOR	11848	False	TF	
RARG-2	RARG	100767	MAPK9	10051	False	signaling	
RARG-2	RARG	100767	MED25	100067615	False	cofactor	unknown
RARG-2	RARG	100767	MSGN1	100068995	False	TF	
RARG-1	RARG	100566	NCOA1	56067	False	TF	
RARG-1	RARG	100566	NR0B1	7215	False	TF	
RARG-1	RARG	100566	NR0B2	8321	False	signaling	
RARG-1	RARG	100566	NR2C1	10314	False	TF	
RARG-1	RARG	100566	PSMC5	3818	False	other	
RARG-1	RARG	100566	RRP8	3506	False	signaling	
RARG-1	RARG	100566	RXRB	3425		TF	
RARG-1	RARG	100566	RXRG	7198	False	TF	
RARG-1	RARG	100566	SDCBP	53842	False	signaling	
RARG-1	RARG	100566	TNNI2	12585	False	cofactor	unknown
RARG-1	RARG	100566	TSTD2	9770	False	other	
RARG-1	RARG	100566	UBE3A	6512	False	signaling	
RARG-2	RARG	100767	NCOA1	56067	False	TF	
RARG-2	RARG	100767	NR0B1	7215	False	TF	
RARG-2	RARG	100767	NR0B2	8321	False	signaling	
RARG-2	RARG	100767	NR2C1	10314	True	TF	
RARG-2	RARG	100767	PSMC5	3818	True	other	
RARG-2	RARG	100767	RRP8	3506	False	signaling	
RARG-2	RARG	100767	RXRB	3425		TF	
RARG-2	RARG	100767	RXRG	7198	True	TF	
RARG-2	RARG	100767	SDCBP	53842	False	signaling	
RARG-2	RARG	100767	TNNI2	12585	False	cofactor	unknown
RARG-2	RARG	100767	TSTD2	9770	False	other	
RARG-2	RARG	100767	UBE3A	6512	False	signaling	
RARG-1	RARG	100566	VAX1	100070110	False	TF	
RARG-1	RARG	100566	ZNF417	8400	False	TF	
RARG-1	RARG	100566	ZNF76	9	False	TF	
RARG-1	RARG	100566	ZSWIM3	1564	False	other	
MLX-1	MLX	101313	GABARAPL2	1348	True	other	
MLX-1	MLX	101313	MXD1	13888	False	TF	
MLX-1	MLX	101313	PMM2	5335	True	other	
RARG-2	RARG	100767	VAX1	100070110	False	TF	
RARG-2	RARG	100767	ZNF417	8400	False	TF	
RARG-2	RARG	100767	ZNF76	9	False	TF	
RARG-2	RARG	100767	ZSWIM3	1564	False	other	
MLX-2	MLX	100388	GABARAPL2	1348	False	other	
MLX-2	MLX	100388	MXD1	13888	False	TF	
MLX-2	MLX	100388	PMM2	5335	False	other	
MLX-3	MLX	101045	GABARAPL2	1348	True	other	
MLX-3	MLX	101045	MXD1	13888	False	TF	
MLX-3	MLX	101045	PMM2	5335	False	other	
LHX6-1	LHX6	101085	CWF19L2	55730	False	other	
LHX6-1	LHX6	101085	ETV4	8963	False	TF	
LHX6-1	LHX6	101085	FIGLA	100015253	False	TF	
LHX6-1	LHX6	101085	KANK2	14983	False	signaling	
LHX6-1	LHX6	101085	KHK	4829	False	other	
LHX6-1	LHX6	101085	LDB1	5357	True	cofactor	coactivator
LHX6-1	LHX6	101085	MAPK9	10051	False	signaling	
LHX6-1	LHX6	101085	PRKAB2	11857	False	signaling	
LHX6-1	LHX6	101085	YY1	2339	False	TF	
LHX6-4	LHX6	101382	CWF19L2	55730	False	other	
LHX6-4	LHX6	101382	ETV4	8963	False	TF	
LHX6-4	LHX6	101382	FIGLA	100015253	False	TF	
LHX6-4	LHX6	101382	KANK2	14983	False	signaling	
LHX6-4	LHX6	101382	KHK	4829	False	other	
LHX6-4	LHX6	101382	LDB1	5357	True	cofactor	coactivator
LHX6-4	LHX6	101382	MAPK9	10051	False	signaling	
LHX6-4	LHX6	101382	PRKAB2	11857	False	signaling	
LHX6-4	LHX6	101382	YY1	2339	False	TF	
ZBTB44-1	ZBTB44	101423	MXI1	2341	False	TF	
ZBTB44-1	ZBTB44	101423	MYO15B	8365	True	other	
ZBTB44-1	ZBTB44	101423	NXT2	53158	False	other	
ZBTB44-1	ZBTB44	101423	PIK3R3	2486	False	signaling	
ZBTB44-1	ZBTB44	101423	PSMA6	3741	False	other	
ZBTB44-1	ZBTB44	101423	SMYD1	54271	True	cofactor	corepressor
ZBTB44-1	ZBTB44	101423	TCEA2	6195	True	cofactor	unknown
ZBTB44-1	ZBTB44	101423	ZBTB2	100070165	False	TF	
ZBTB44-1	ZBTB44	101423	ZBTB25	10233	False	TF	
ZBTB44-1	ZBTB44	101423	ZBTB42	70870	False	TF	
ZBTB44-1	ZBTB44	101423	ZNF408	252	True	TF	
ZBTB44-1	ZBTB44	101423	ZNF417	8400	True	TF	
ZBTB44-2	ZBTB44	101274	MXI1	2341	False	TF	
ZBTB44-2	ZBTB44	101274	MYO15B	8365	False	other	
ZBTB44-2	ZBTB44	101274	NXT2	53158	False	other	
ZBTB44-2	ZBTB44	101274	PIK3R3	2486	False	signaling	
ZBTB44-2	ZBTB44	101274	PSMA6	3741	False	other	
ZBTB44-2	ZBTB44	101274	SMYD1	54271	False	cofactor	corepressor
ZBTB44-2	ZBTB44	101274	TCEA2	6195	False	cofactor	unknown
ZBTB44-2	ZBTB44	101274	ZBTB2	100070165	False	TF	
ZBTB44-2	ZBTB44	101274	ZBTB25	10233	False	TF	
ZBTB44-2	ZBTB44	101274	ZBTB42	70870	False	TF	
ZBTB44-2	ZBTB44	101274	ZNF408	252	False	TF	
ZBTB44-2	ZBTB44	101274	ZNF417	8400	False	TF	
ZBTB44-3	ZBTB44	101276	MXI1	2341	False	TF	
ZBTB44-3	ZBTB44	101276	MYO15B	8365	False	other	
ZBTB44-3	ZBTB44	101276	NXT2	53158	True	other	
ZBTB44-3	ZBTB44	101276	PIK3R3	2486	True	signaling	
ZBTB44-3	ZBTB44	101276	PSMA6	3741	True	other	
ZBTB44-3	ZBTB44	101276	SMYD1	54271	True	cofactor	corepressor
ZBTB44-3	ZBTB44	101276	TCEA2	6195	True	cofactor	unknown
ZBTB44-3	ZBTB44	101276	ZBTB2	100070165	False	TF	
ZBTB44-3	ZBTB44	101276	ZBTB25	10233	False	TF	
ZBTB44-3	ZBTB44	101276	ZBTB42	70870	False	TF	
ZBTB44-3	ZBTB44	101276	ZNF408	252	False	TF	
ZBTB44-3	ZBTB44	101276	ZNF417	8400	False	TF	
ZBTB44-4	ZBTB44	101278	MXI1	2341	True	TF	
ZBTB44-4	ZBTB44	101278	MYO15B	8365	False	other	
ZBTB44-4	ZBTB44	101278	NXT2	53158	True	other	
ZBTB44-4	ZBTB44	101278	PIK3R3	2486	True	signaling	
ZBTB44-4	ZBTB44	101278	PSMA6	3741	True	other	
ZBTB44-4	ZBTB44	101278	SMYD1	54271	False	cofactor	corepressor
ZBTB44-4	ZBTB44	101278	TCEA2	6195	True	cofactor	unknown
ZBTB44-4	ZBTB44	101278	ZBTB2	100070165	False	TF	
ZBTB44-4	ZBTB44	101278	ZBTB25	10233	False	TF	
ZBTB44-4	ZBTB44	101278	ZBTB42	70870	False	TF	
ZBTB44-4	ZBTB44	101278	ZNF408	252	False	TF	
ZBTB44-4	ZBTB44	101278	ZNF417	8400	False	TF	
ZBTB44-5	ZBTB44	101275	MXI1	2341	True	TF	
ZBTB44-5	ZBTB44	101275	MYO15B	8365	False	other	
ZBTB44-5	ZBTB44	101275	NXT2	53158	True	other	
ZBTB44-5	ZBTB44	101275	PIK3R3	2486	True	signaling	
ZBTB44-5	ZBTB44	101275	PSMA6	3741	True	other	
ZBTB44-5	ZBTB44	101275	SMYD1	54271	True	cofactor	corepressor
ZBTB44-5	ZBTB44	101275	TCEA2	6195	True	cofactor	unknown
ZBTB44-5	ZBTB44	101275	ZBTB2	100070165	False	TF	
ZBTB44-5	ZBTB44	101275	ZBTB25	10233	False	TF	
ZBTB44-5	ZBTB44	101275	ZBTB42	70870	False	TF	
ZBTB44-5	ZBTB44	101275	ZNF408	252	False	TF	
ZBTB44-5	ZBTB44	101275	ZNF417	8400	False	TF	
ZBTB44-6	ZBTB44	101399	MXI1	2341	False	TF	
ZBTB44-6	ZBTB44	101399	MYO15B	8365	True	other	
ZBTB44-6	ZBTB44	101399	NXT2	53158	True	other	
ZBTB44-6	ZBTB44	101399	PIK3R3	2486	False	signaling	
ZBTB44-6	ZBTB44	101399	PSMA6	3741	False	other	
ZBTB44-6	ZBTB44	101399	SMYD1	54271	True	cofactor	corepressor
ZBTB44-6	ZBTB44	101399	TCEA2	6195	True	cofactor	unknown
ZBTB44-6	ZBTB44	101399	ZBTB2	100070165	False	TF	
ZBTB44-6	ZBTB44	101399	ZBTB25	10233	False	TF	
ZBTB44-6	ZBTB44	101399	ZBTB42	70870	False	TF	
ZBTB44-6	ZBTB44	101399	ZNF408	252	False	TF	
ZBTB44-6	ZBTB44	101399	ZNF417	8400	False	TF	
ZBTB44-1	ZBTB44	101423	AP1M1	206	True	other	
ZBTB44-1	ZBTB44	101423	BCL6B	10857	False	TF	
ZBTB44-1	ZBTB44	101423	CDC37	100009829	False	signaling	
ZBTB44-1	ZBTB44	101423	CRY2	10480	False	signaling	
ZBTB44-1	ZBTB44	101423	CTBP2	10493	False	cofactor	both
ZBTB44-1	ZBTB44	101423	DAXX	52987	False	cofactor	both
ZBTB44-1	ZBTB44	101423	FAM124B	8273	False	other	
ZBTB44-1	ZBTB44	101423	HSF2BP	100070143	True	other	
ZBTB44-1	ZBTB44	101423	LNX1	8141	True	other	
ZBTB44-1	ZBTB44	101423	MCRS1	6901	True	cofactor	unknown
ZBTB44-1	ZBTB44	101423	MORF4L1	4430	True	cofactor	unknown
ZBTB44-1	ZBTB44	101423	MORF4L2	11965	True	cofactor	unknown
ZBTB44-2	ZBTB44	101274	AP1M1	206	False	other	
ZBTB44-2	ZBTB44	101274	BCL6B	10857	False	TF	
ZBTB44-2	ZBTB44	101274	CDC37	100009829	False	signaling	
ZBTB44-2	ZBTB44	101274	CRY2	10480	False	signaling	
ZBTB44-2	ZBTB44	101274	CTBP2	10493	False	cofactor	both
ZBTB44-2	ZBTB44	101274	DAXX	52987	False	cofactor	both
ZBTB44-2	ZBTB44	101274	FAM124B	8273	False	other	
ZBTB44-2	ZBTB44	101274	HSF2BP	100070143	False	other	
ZBTB44-2	ZBTB44	101274	LNX1	8141	False	other	
ZBTB44-2	ZBTB44	101274	MCRS1	6901	False	cofactor	unknown
ZBTB44-2	ZBTB44	101274	MORF4L1	4430	False	cofactor	unknown
ZBTB44-2	ZBTB44	101274	MORF4L2	11965	False	cofactor	unknown
ZBTB44-3	ZBTB44	101276	AP1M1	206	True	other	
ZBTB44-3	ZBTB44	101276	BCL6B	10857	False	TF	
ZBTB44-3	ZBTB44	101276	CDC37	100009829	False	signaling	
ZBTB44-3	ZBTB44	101276	CRY2	10480	False	signaling	
ZBTB44-3	ZBTB44	101276	CTBP2	10493	False	cofactor	both
ZBTB44-3	ZBTB44	101276	DAXX	52987	True	cofactor	both
ZBTB44-3	ZBTB44	101276	FAM124B	8273	False	other	
ZBTB44-3	ZBTB44	101276	HSF2BP	100070143	True	other	
ZBTB44-3	ZBTB44	101276	LNX1	8141	False	other	
ZBTB44-3	ZBTB44	101276	MCRS1	6901	True	cofactor	unknown
ZBTB44-3	ZBTB44	101276	MORF4L1	4430	True	cofactor	unknown
ZBTB44-3	ZBTB44	101276	MORF4L2	11965	True	cofactor	unknown
ZBTB44-4	ZBTB44	101278	AP1M1	206	False	other	
ZBTB44-4	ZBTB44	101278	BCL6B	10857	False	TF	
ZBTB44-4	ZBTB44	101278	CDC37	100009829	True	signaling	
ZBTB44-4	ZBTB44	101278	CRY2	10480	False	signaling	
ZBTB44-4	ZBTB44	101278	CTBP2	10493	False	cofactor	both
ZBTB44-4	ZBTB44	101278	DAXX	52987	True	cofactor	both
ZBTB44-4	ZBTB44	101278	FAM124B	8273	False	other	
ZBTB44-4	ZBTB44	101278	HSF2BP	100070143	True	other	
ZBTB44-4	ZBTB44	101278	LNX1	8141	False	other	
ZBTB44-4	ZBTB44	101278	MCRS1	6901	True	cofactor	unknown
ZBTB44-4	ZBTB44	101278	MORF4L1	4430	True	cofactor	unknown
ZBTB44-4	ZBTB44	101278	MORF4L2	11965	True	cofactor	unknown
ZBTB44-5	ZBTB44	101275	AP1M1	206	True	other	
ZBTB44-5	ZBTB44	101275	BCL6B	10857	False	TF	
ZBTB44-5	ZBTB44	101275	CDC37	100009829	True	signaling	
ZBTB44-5	ZBTB44	101275	CRY2	10480	False	signaling	
ZBTB44-5	ZBTB44	101275	CTBP2	10493	False	cofactor	both
ZBTB44-5	ZBTB44	101275	DAXX	52987	True	cofactor	both
ZBTB44-5	ZBTB44	101275	FAM124B	8273	False	other	
ZBTB44-5	ZBTB44	101275	HSF2BP	100070143	True	other	
ZBTB44-5	ZBTB44	101275	LNX1	8141	False	other	
ZBTB44-5	ZBTB44	101275	MCRS1	6901	True	cofactor	unknown
ZBTB44-5	ZBTB44	101275	MORF4L1	4430	True	cofactor	unknown
ZBTB44-5	ZBTB44	101275	MORF4L2	11965	True	cofactor	unknown
ZBTB44-6	ZBTB44	101399	AP1M1	206	True	other	
ZBTB44-6	ZBTB44	101399	BCL6B	10857	False	TF	
ZBTB44-6	ZBTB44	101399	CDC37	100009829	False	signaling	
ZBTB44-6	ZBTB44	101399	CRY2	10480	True	signaling	
ZBTB44-6	ZBTB44	101399	CTBP2	10493	False	cofactor	both
ZBTB44-6	ZBTB44	101399	DAXX	52987	False	cofactor	both
ZBTB44-6	ZBTB44	101399	FAM124B	8273	False	other	
ZBTB44-6	ZBTB44	101399	HSF2BP	100070143	True	other	
ZBTB44-6	ZBTB44	101399	LNX1	8141	True	other	
ZBTB44-6	ZBTB44	101399	MCRS1	6901		cofactor	unknown
ZBTB44-6	ZBTB44	101399	MORF4L1	4430	False	cofactor	unknown
ZBTB44-6	ZBTB44	101399	MORF4L2	11965	False	cofactor	unknown
ZBTB44-1	ZBTB44	101423	ZNF648	70550		TF	
LHX8-1	LHX8	101452	CWF19L2	55730		other	
LHX8-1	LHX8	101452	ETV4	8963		TF	
LHX8-1	LHX8	101452	FIGLA	100015253		TF	
LHX8-1	LHX8	101452	KANK2	14983		signaling	
LHX8-1	LHX8	101452	KHK	4829		other	
LHX8-1	LHX8	101452	LDB1	5357		cofactor	coactivator
LHX8-1	LHX8	101452	MAPK9	10051		signaling	
LHX8-1	LHX8	101452	PRKAB2	11857		signaling	
LHX8-1	LHX8	101452	YY1	2339		TF	
FOXJ2-1	FOXJ2	100762	CSTF2T	9560	True	other	
FOXJ2-1	FOXJ2	100762	EGLN3	52628	True	other	
ZBTB44-2	ZBTB44	101274	ZNF648	70550	False	TF	
LHX8-2	LHX8	100172	CWF19L2	55730	False	other	
LHX8-2	LHX8	100172	ETV4	8963	False	TF	
LHX8-2	LHX8	100172	FIGLA	100015253	True	TF	
LHX8-2	LHX8	100172	KANK2	14983	False	signaling	
LHX8-2	LHX8	100172	KHK	4829	False	other	
LHX8-2	LHX8	100172	LDB1	5357	True	cofactor	coactivator
LHX8-2	LHX8	100172	MAPK9	10051	False	signaling	
LHX8-2	LHX8	100172	PRKAB2	11857	False	signaling	
LHX8-2	LHX8	100172	YY1	2339	False	TF	
FOXJ2-2	FOXJ2	100210	CSTF2T	9560	False	other	
FOXJ2-2	FOXJ2	100210	EGLN3	52628	False	other	
ZBTB44-3	ZBTB44	101276	ZNF648	70550		TF	
ZBTB44-4	ZBTB44	101278	ZNF648	70550	False	TF	
POU2F1-1	POU2F1	100131	MCRS1	6901		cofactor	unknown
POU2F1-1	POU2F1	100131	MSX1	70998		TF	
POU2F1-1	POU2F1	100131	PLK3	6664		cofactor	unknown
POU2F1-1	POU2F1	100131	POU2F1	3767		TF	
POU2F1-1	POU2F1	100131	POU6F2	100016215		TF	
POU2F1-1	POU2F1	100131	PRR20D	56508		other	
POU2F1-1	POU2F1	100131	SP4	53010		TF	
POU2F1-1	POU2F1	100131	ZC3H10	7896		other	
POU2F1-1	POU2F1	100131	ZFHX3	9406		TF	
ZBTB44-5	ZBTB44	101275	ZNF648	70550		TF	
POU2F1-2	POU2F1	100641	MCRS1	6901	True	cofactor	unknown
POU2F1-2	POU2F1	100641	MSX1	70998		TF	
POU2F1-2	POU2F1	100641	PLK3	6664	True	cofactor	unknown
POU2F1-2	POU2F1	100641	POU2F1	3767	True	TF	
POU2F1-2	POU2F1	100641	POU6F2	100016215		TF	
POU2F1-2	POU2F1	100641	PRR20D	56508	True	other	
POU2F1-2	POU2F1	100641	SP4	53010		TF	
POU2F1-2	POU2F1	100641	ZC3H10	7896	True	other	
POU2F1-2	POU2F1	100641	ZFHX3	9406	True	TF	
ZBTB44-6	ZBTB44	101399	ZNF648	70550		TF	
PBX1-1	PBX1	100616	AES	53886	False	other	
PBX1-1	PBX1	100616	BEX2	791	False	signaling	
PBX1-1	PBX1	100616	BRMS1L	4860	True	cofactor	unknown
PBX1-1	PBX1	100616	CCDC116	9254	False	other	
PBX1-1	PBX1	100616	CCDC196	14908	False	other	
PBX1-1	PBX1	100616	CDCA7L	11304	True	other	
PBX1-1	PBX1	100616	DMRT3	53860	False	TF	
PBX1-1	PBX1	100616	FAM103A1	2575	False	other	
PBX1-1	PBX1	100616	FAM46B	6636		other	
PBX1-1	PBX1	100616	FAM90A1	11110	True	other	
PBX1-1	PBX1	100616	HCK	9159	False	cofactor	unknown
PBX1-1	PBX1	100616	HOXB5	54030	True	TF	
PBX1-2	PBX1	101061	AES	53886	False	other	
PBX1-2	PBX1	101061	BEX2	791	False	signaling	
PBX1-2	PBX1	101061	BRMS1L	4860	True	cofactor	unknown
PBX1-2	PBX1	101061	CCDC116	9254	False	other	
PBX1-2	PBX1	101061	CCDC196	14908	False	other	
PBX1-2	PBX1	101061	CDCA7L	11304	True	other	
PBX1-2	PBX1	101061	DMRT3	53860	False	TF	
PBX1-2	PBX1	101061	FAM103A1	2575	False	other	
PBX1-2	PBX1	101061	FAM46B	6636		other	
PBX1-2	PBX1	101061	FAM90A1	11110	True	other	
PBX1-2	PBX1	101061	HCK	9159	False	cofactor	unknown
PBX1-2	PBX1	101061	HOXB5	54030	True	TF	
PBX1-1	PBX1	100616	HOXC5	100014228	True	TF	
PBX1-1	PBX1	100616	HOXC8	11924	True	TF	
PBX1-1	PBX1	100616	HOXC9	11938		TF	
PBX1-1	PBX1	100616	IL16	8787	False	signaling	
PBX1-1	PBX1	100616	LHX8	14087	False	TF	
PBX1-1	PBX1	100616	LNX1	8141	True	other	
PBX1-1	PBX1	100616	MEIS2	11603	True	TF	
PBX1-1	PBX1	100616	NUP58	3470	False	other	
PBX1-1	PBX1	100616	PATZ1	12624	False	TF	
PBX1-1	PBX1	100616	PBX4	53279	False	TF	
PBX1-1	PBX1	100616	PIN1	4406	True	TF	
PBX1-1	PBX1	100616	PITX1	6137		TF	
PBX1-2	PBX1	101061	HOXC5	100014228	True	TF	
PBX1-2	PBX1	101061	HOXC8	11924	True	TF	
PBX1-2	PBX1	101061	HOXC9	11938		TF	
PBX1-2	PBX1	101061	IL16	8787	False	signaling	
PBX1-2	PBX1	101061	LHX8	14087	False	TF	
PBX1-2	PBX1	101061	LNX1	8141	False	other	
PBX1-2	PBX1	101061	MEIS2	11603	True	TF	
PBX1-2	PBX1	101061	NUP58	3470	False	other	
PBX1-2	PBX1	101061	PATZ1	12624	False	TF	
PBX1-2	PBX1	101061	PBX4	53279	False	TF	
PBX1-2	PBX1	101061	PIN1	4406	False	TF	
PBX1-2	PBX1	101061	PITX1	6137		TF	
ARNTL-1	ARNTL	101233	ARNTL	11222	False	TF	
ARNTL-1	ARNTL	101233	ARNTL2	56620	False	TF	
ARNTL-1	ARNTL	101233	CLOCK	54316	True	TF	
ARNTL-1	ARNTL	101233	COX5B	4813	False	other	
ARNTL-1	ARNTL	101233	CTNNBIP1	6582	False	cofactor	unknown
ARNTL-1	ARNTL	101233	EGLN3	52628	False	other	
ARNTL-1	ARNTL	101233	EIF3E	6072	False	other	
ARNTL-1	ARNTL	101233	EXOSC5	4997	False	other	
ARNTL-1	ARNTL	101233	LMO3	1184	False	signaling	
ARNTL-1	ARNTL	101233	MAFG	7214	False	TF	
ARNTL-1	ARNTL	101233	MDM2	100015531		cofactor	unknown
ARNTL-1	ARNTL	101233	NABP1	171	False	signaling	
ARNTL-2	ARNTL	101230	ARNTL	11222	False	TF	
ARNTL-2	ARNTL	101230	ARNTL2	56620	False	TF	
ARNTL-2	ARNTL	101230	CLOCK	54316	False	TF	
ARNTL-2	ARNTL	101230	COX5B	4813	False	other	
ARNTL-2	ARNTL	101230	CTNNBIP1	6582	False	cofactor	unknown
ARNTL-2	ARNTL	101230	EGLN3	52628	False	other	
ARNTL-2	ARNTL	101230	EIF3E	6072	False	other	
ARNTL-2	ARNTL	101230	EXOSC5	4997	False	other	
ARNTL-2	ARNTL	101230	LMO3	1184	False	signaling	
ARNTL-2	ARNTL	101230	MAFG	7214	False	TF	
ARNTL-2	ARNTL	101230	MDM2	100015531		cofactor	unknown
ARNTL-2	ARNTL	101230	NABP1	171	False	signaling	
ARNTL-1	ARNTL	101233	NCDN	2534	False	signaling	
ARNTL-1	ARNTL	101233	NCK2	3522	False	signaling	
ARNTL-1	ARNTL	101233	NPAS2	70947	True	TF	
ARNTL-1	ARNTL	101233	NRBP1	3655	False	other	
ARNTL-1	ARNTL	101233	PID1	11285	False	cofactor	unknown
ARNTL-1	ARNTL	101233	PKN1	10163		signaling	
ARNTL-1	ARNTL	101233	RSRC2	2839	False	other	
ARNTL-1	ARNTL	101233	SCNM1	3364	False	other	
ARNTL-1	ARNTL	101233	SIM1	40080751	False	TF	
ARNTL-1	ARNTL	101233	SMG9	5434	False	other	
ARNTL-1	ARNTL	101233	SMN2	66	False	other	
ARNTL-1	ARNTL	101233	STAMBPL1	120	False	signaling	
ARNTL-2	ARNTL	101230	NCDN	2534	False	signaling	
ARNTL-2	ARNTL	101230	NCK2	3522	False	signaling	
ARNTL-2	ARNTL	101230	NPAS2	70947	False	TF	
ARNTL-2	ARNTL	101230	NRBP1	3655	False	other	
ARNTL-2	ARNTL	101230	PID1	11285	False	cofactor	unknown
ARNTL-2	ARNTL	101230	PKN1	10163		signaling	
ARNTL-2	ARNTL	101230	RSRC2	2839	False	other	
ARNTL-2	ARNTL	101230	SCNM1	3364	False	other	
ARNTL-2	ARNTL	101230	SIM1	40080751	False	TF	
ARNTL-2	ARNTL	101230	SMG9	5434	False	other	
ARNTL-2	ARNTL	101230	SMN2	66	False	other	
ARNTL-2	ARNTL	101230	STAMBPL1	120	False	signaling	
ARNTL-1	ARNTL	101233	TIMM13	100009397		other	
ARNTL-1	ARNTL	101233	TMEM179	100015191	False	other	
ARNTL-1	ARNTL	101233	ZNF414	5286	False	TF	
ARNTL-1	ARNTL	101233	ZNF587	54426	False	TF	
ARNTL-2	ARNTL	101230	TIMM13	100009397		other	
ARNTL-2	ARNTL	101230	TMEM179	100015191	False	other	
ARNTL-2	ARNTL	101230	ZNF414	5286	False	TF	
ARNTL-2	ARNTL	101230	ZNF587	54426	False	TF	
NR2F2-1	NR2F2	100383	IL16	8787	False	signaling	
NR2F2-1	NR2F2	100383	MED25	100067615	False	cofactor	unknown
NR2F2-1	NR2F2	100383	MLH1	2713	False	signaling	
NR2F2-1	NR2F2	100383	MPPED2	8521	True	other	
NR2F2-1	NR2F2	100383	NR0B1	7215	False	TF	
NR2F2-1	NR2F2	100383	NR1H3	11270	False	TF	
NR2F2-1	NR2F2	100383	QRICH1	54736	False	signaling	
NR2F2-1	NR2F2	100383	RARA	4558	False	TF	
