ref_orf	alt_orf	pfam	ref_len	alt_pfam	alt_len	len_diff	alt_is_longer
ZNF112-202	ZNF112-201	ZNF112-202|dom-zf-C2H2	23	ZNF112-201|dom-zf-C2H2	23	0	False
ZNF112-202	ZNF112-201	ZNF112-202|dom-zf-H2C2_2	25	ZNF112-201|dom-zf-H2C2_2	25	0	False
ZNF112-202	ZNF112-201	ZNF112-202|dom-zf-C2H2	23	ZNF112-201|dom-zf-C2H2	23	0	False
ZNF112-202	ZNF112-201	ZNF112-202|dom-zf-C2H2	23	ZNF112-201|dom-zf-C2H2	23	0	False
ZNF112-202	ZNF112-201	ZNF112-202|dom-zf-H2C2_2	26	ZNF112-201|dom-zf-H2C2_2	26	0	False
ZNF112-202	ZNF112-204	ZNF112-202|dom-KRAB	40	ZNF112-204|dom-KRAB	40	0	False
ZNF112-202	ZNF112-205	ZNF112-202|dom-KRAB	40	ZNF112-205|dom-KRAB	40	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-202|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-202|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-202|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-202|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-202|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	22	ZNF334-202|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-202|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2_6	27	ZNF334-202|dom-zf-C2H2_6	27	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-202|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-202|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	22	ZNF334-202|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	23	ZNF334-202|dom-zf-H2C2_2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2	23	ZNF334-202|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-Zn-ribbon_8	39	ZNF334-202|dom-Zn-ribbon_8	39	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-C2H2_4	24	ZNF334-202|dom-zf-C2H2_4	24	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-202|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-202|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-202	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-202|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-203|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-203|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-203|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-203|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-203|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	22	ZNF334-203|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-203|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2_6	27	ZNF334-203|dom-zf-C2H2_6	27	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-203|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-203|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	22	ZNF334-203|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	23	ZNF334-203|dom-zf-H2C2_2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2	23	ZNF334-203|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-Zn-ribbon_8	39	ZNF334-203|dom-Zn-ribbon_8	39	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-C2H2_4	24	ZNF334-203|dom-zf-C2H2_4	24	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-203|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-203|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-203	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-203|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-206|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-206|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-206|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-206|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	25	ZNF334-206|dom-zf-H2C2_2	25	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	22	ZNF334-206|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-206|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2_6	27	ZNF334-206|dom-zf-C2H2_6	27	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	26	ZNF334-206|dom-zf-H2C2_2	26	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-KRAB	41	ZNF334-206|dom-KRAB	41	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-206|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	22	ZNF334-206|dom-zf-C2H2	22	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	23	ZNF334-206|dom-zf-H2C2_2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2	23	ZNF334-206|dom-zf-C2H2	23	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-Zn-ribbon_8	39	ZNF334-206|dom-Zn-ribbon_8	39	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-C2H2_4	24	ZNF334-206|dom-zf-C2H2_4	24	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-206|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-206|dom-zf-H2C2_2	24	0	False
ZNF334-201	ZNF334-206	ZNF334-201|dom-zf-H2C2_2	24	ZNF334-206|dom-zf-H2C2_2	24	0	False
ZNF333-201	ZNF333-203	ZNF333-201|dom-KRAB	40	ZNF333-203|dom-KRAB	40	0	False
ZNF333-201	ZNF333-203	ZNF333-201|dom-KRAB	40	ZNF333-203|dom-KRAB	40	0	False
ZNF333-201	ZNF333-209	ZNF333-201|dom-KRAB	40	ZNF333-209|dom-KRAB	40	0	False
ZNF331-201	ZNF331-204	ZNF331-201|dom-KRAB	41	ZNF331-204|dom-KRAB	41	0	False
ZNF331-201	ZNF331-205	ZNF331-201|dom-KRAB	41	ZNF331-205|dom-KRAB	41	0	False
ZNF331-201	ZNF331-209	ZNF331-201|dom-KRAB	41	ZNF331-209|dom-KRAB	41	0	False
ZNF331-201	ZNF331-210	ZNF331-201|dom-zf-H2C2_2	25	ZNF331-210|dom-zf-H2C2_2	25	0	False
ZNF331-201	ZNF331-210	ZNF331-201|dom-KRAB	41	ZNF331-210|dom-KRAB	41	0	False
ZNF331-201	ZNF331-210	ZNF331-201|dom-zf-H2C2_2	23	ZNF331-210|dom-zf-H2C2_2	23	0	False
ZNF331-201	ZNF331-210	ZNF331-201|dom-zf-C2H2	23	ZNF331-210|dom-zf-C2H2	23	0	False
ZNF331-201	ZNF331-211	ZNF331-201|dom-KRAB	41	ZNF331-211|dom-KRAB	41	0	False
ZNF331-201	ZNF331-213	ZNF331-201|dom-KRAB	41	ZNF331-213|dom-KRAB	41	0	False
ZNF331-201	ZNF331-215	ZNF331-201|dom-KRAB	41	ZNF331-215|dom-KRAB	41	0	False
ZNF331-201	ZNF331-218	ZNF331-201|dom-KRAB	41	ZNF331-218|dom-KRAB	41	0	False
ZNF331-201	ZNF331-221	ZNF331-201|dom-zf-H2C2_2	25	ZNF331-221|dom-zf-H2C2_2	22	3	False
ZNF331-201	ZNF331-221	ZNF331-201|dom-KRAB	41	ZNF331-221|dom-KRAB	41	0	False
ZNF331-201	ZNF331-221	ZNF331-201|dom-zf-H2C2_2	23	ZNF331-221|dom-zf-H2C2_2	23	0	False
ZNF331-201	ZNF331-221	ZNF331-201|dom-zf-C2H2	23	ZNF331-221|dom-zf-C2H2	23	0	False
ZNF331-201	ZNF331-222	ZNF331-201|dom-KRAB	41	ZNF331-222|dom-KRAB	41	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	25	ZNF91-202|dom-zf-H2C2_2	25	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	22	ZNF91-202|dom-zf-C2H2	22	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2_6	27	ZNF91-202|dom-zf-C2H2_6	27	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2_4	24	ZNF91-202|dom-zf-C2H2_4	24	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2_6	27	ZNF91-202|dom-zf-C2H2_6	27	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	25	ZNF91-202|dom-zf-H2C2_2	25	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	25	ZNF91-202|dom-zf-H2C2_2	25	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	25	ZNF91-202|dom-zf-H2C2_2	25	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-KRAB	41	ZNF91-202|dom-KRAB	41	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	25	ZNF91-202|dom-zf-H2C2_2	25	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2	23	ZNF91-202|dom-zf-C2H2	23	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-C2H2_4	24	ZNF91-202|dom-zf-C2H2_4	24	0	False
ZNF91-201	ZNF91-202	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-202|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-206	ZNF91-201|dom-zf-C2H2	22	ZNF91-206|dom-zf-C2H2	22	0	False
ZNF91-201	ZNF91-206	ZNF91-201|dom-zf-H2C2_2	26	ZNF91-206|dom-zf-H2C2_2	26	0	False
ZNF91-201	ZNF91-212	ZNF91-201|dom-KRAB	41	ZNF91-212|dom-KRAB	41	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-H2C2_2	27	MECOM-201|dom-zf-H2C2_2	27	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-BED	37	MECOM-201|dom-zf-BED	37	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2_4	24	MECOM-201|dom-zf-C2H2_4	24	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	23	MECOM-201|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2_6	25	MECOM-201|dom-zf-C2H2_6	25	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-H2C2_2	25	MECOM-201|dom-zf-H2C2_2	25	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	22	MECOM-201|dom-zf-C2H2	22	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2_4	24	MECOM-201|dom-zf-C2H2_4	24	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	23	MECOM-201|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-H2C2_5	25	MECOM-201|dom-zf-H2C2_5	25	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	23	MECOM-201|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-H2C2_2	25	MECOM-201|dom-zf-H2C2_2	25	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-H2C2_2	27	MECOM-201|dom-zf-H2C2_2	27	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	24	MECOM-201|dom-zf-C2H2	24	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	24	MECOM-201|dom-zf-C2H2	25	-1	True
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	23	MECOM-201|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-201	MECOM-220|dom-zf-C2H2	23	MECOM-201|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-H2C2_2	27	MECOM-203|dom-zf-H2C2_2	27	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-BED	37	MECOM-203|dom-zf-BED	37	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2_4	24	MECOM-203|dom-zf-C2H2_4	24	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	23	MECOM-203|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2_6	25	MECOM-203|dom-zf-C2H2_6	25	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-H2C2_2	25	MECOM-203|dom-zf-H2C2_2	25	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	22	MECOM-203|dom-zf-C2H2	22	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2_4	24	MECOM-203|dom-zf-C2H2_4	24	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	23	MECOM-203|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-H2C2_5	25	MECOM-203|dom-zf-H2C2_5	25	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	23	MECOM-203|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-H2C2_2	25	MECOM-203|dom-zf-H2C2_2	25	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2_jaz	25	MECOM-203|dom-zf-C2H2_jaz	25	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-H2C2_2	27	MECOM-203|dom-zf-H2C2_2	27	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	24	MECOM-203|dom-zf-C2H2	24	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	24	MECOM-203|dom-zf-C2H2	24	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	23	MECOM-203|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-203	MECOM-220|dom-zf-C2H2	23	MECOM-203|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-204	MECOM-220|dom-zf-C2H2	23	MECOM-204|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-204	MECOM-220|dom-zf-C2H2_6	25	MECOM-204|dom-zf-C2H2_6	25	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-H2C2_2	27	MECOM-206|dom-zf-H2C2_2	27	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-BED	37	MECOM-206|dom-zf-BED	37	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-C2H2_4	24	MECOM-206|dom-zf-C2H2_4	24	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-C2H2	23	MECOM-206|dom-zf-C2H2	23	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-C2H2_6	25	MECOM-206|dom-zf-C2H2_6	25	0	False
MECOM-220	MECOM-206	MECOM-220|dom-zf-H2C2_2	25	MECOM-206|dom-zf-H2C2_2	25	0	False
